cluster_id,peak_x,peak_y,peak_z,cluster_mean,volume_mm,aal,destrieux,harvard_oxford,juelich,talairach_ba
30.0,-42.5,-4.5,47.5,0.006230838000774384,200.0,100.00% Precentral_L,32.00% Left-Cerebral-White-Matter; 28.00% ctx_lh_S_precentral-sup-part,100.00% Left_Precentral_Gyrus,96.00% GM_Premotor_cortex_BA6_L,68.00% Brodmann_area_6; 32.00% Background
31.0,-30.5,59.5,3.5,0.006299977966894706,192.0,100.00% Frontal_Sup_2_L,33.33% Unknown,100.00% Left_Frontal_Pole,100.00% no_label,75.00% Background; 25.00% Brodmann_area_10
32.0,31.5,-48.5,43.5,0.007043303820588018,184.0,65.22% Parietal_Inf_R; 34.78% no_label,73.91% Unknown; 26.09% ctx_rh_S_intrapariet_and_P_trans,100.00% Right_Superior_Parietal_Lobule,95.65% GM_Anterior_intra-parietal_sulcus_hIP3_R,100.00% Background
33.0,-2.5,61.5,3.5,0.006202738732099533,176.0,100.00% Frontal_Sup_Medial_L,72.73% Unknown; 27.27% ctx_lh_G_front_sup,100.00% Left_Frontal_Pole,100.00% no_label,72.73% Background; 27.27% Brodmann_area_10
34.0,-14.5,-76.5,51.5,0.006297730629078366,176.0,77.27% Parietal_Sup_L,59.09% ctx_lh_G_parietal_sup; 31.82% Unknown,100.00% Left_Lateral_Occipital_Cortex_superior_division,100.00% GM_Superior_parietal_lobule_7P_L,100.00% Background
35.0,11.5,-68.5,39.5,0.0063362641217695045,176.0,95.45% Precuneus_R,50.00% Right-Cerebral-White-Matter; 45.45% ctx_rh_S_parieto_occipital,100.00% Right_Precuneous_Cortex,36.36% GM_Superior_parietal_lobule_7M_R; 27.27% no_label,59.09% Background; 40.91% Brodmann_area_7
36.0,47.5,-70.5,-42.5,0.006122049343373094,168.0,85.71% Cerebelum_Crus2_R,66.67% Right-Cerebellum-Cortex; 33.33% Unknown,100.00% no_label,100.00% no_label,100.00% Background
37.0,35.5,45.5,21.5,0.006230772263370455,160.0,100.00% Frontal_Mid_2_R,55.00% Right-Cerebral-White-Matter; 30.00% ctx_rh_G_front_middle,100.00% Right_Frontal_Pole,100.00% no_label,45.00% Brodmann_area_10; 45.00% Background
38.0,55.5,-48.5,11.5,0.0064770692959427835,160.0,80.00% Temporal_Mid_R,40.00% Unknown; 25.00% ctx_rh_G_temporal_middle,80.00% Right_Middle_Temporal_Gyrus_temporooccipital_part,90.00% GM_Inferior_parietal_lobule_Pga_R,60.00% Background; 30.00% Brodmann_area_22
39.0,-64.5,3.5,27.5,0.006473940331488848,160.0,75.00% Precentral_L; 25.00% no_label,50.00% Unknown; 40.00% ctx_lh_G_precentral,95.00% Left_Precentral_Gyrus,75.00% GM_Premotor_cortex_BA6_L; 25.00% no_label,55.00% Background; 45.00% Brodmann_area_6
40.0,61.5,-60.5,-6.5,0.006152899004518986,160.0,60.00% Temporal_Inf_R; 40.00% Temporal_Mid_R,70.00% ctx_rh_G_temporal_inf; 30.00% Unknown,60.00% Right_Lateral_Occipital_Cortex_inferior_division; 35.00% Right_Middle_Temporal_Gyrus_temporooccipital_part,70.00% no_label; 30.00% GM_Visual_cortex_V5_R,85.00% Brodmann_area_37
41.0,7.5,7.5,41.5,0.006296246219426394,160.0,100.00% Cingulate_Mid_R,65.00% Unknown; 25.00% ctx_rh_G_and_S_cingul-Mid-Ant,85.00% Right_Cingulate_Gyrus_anterior_division,100.00% GM_Premotor_cortex_BA6_R,50.00% Brodmann_area_32; 25.00% Brodmann_area_24; 25.00% Background
