cluster_id,peak_x,peak_y,peak_z,cluster_mean,volume_mm,aal,destrieux,harvard_oxford,juelich,talairach_ba
21.0,-48.5,9.5,-10.5,0.006117854017897376,224.0,78.57% Temporal_Pole_Sup_L,57.14% Unknown; 25.00% ctx_lh_G_temp_sup-Lateral,82.14% Left_Temporal_Pole,82.14% no_label,60.71% Background; 25.00% Brodmann_area_22
22.0,25.5,55.5,15.5,0.006339239129037769,216.0,100.00% Frontal_Sup_2_R,37.04% ctx_rh_G_front_middle; 33.33% Unknown; 25.93% ctx_rh_S_front_middle,100.00% Right_Frontal_Pole,100.00% no_label,59.26% Brodmann_area_10; 40.74% Background
23.0,39.5,-64.5,-28.5,0.006195154972374439,208.0,100.00% Cerebelum_Crus1_R,100.00% Right-Cerebellum-Cortex,92.31% no_label,100.00% no_label,100.00% Background
24.0,-24.5,-4.5,-18.5,0.006164452116936445,200.0,64.00% Amygdala_L; 36.00% Hippocampus_L,88.00% Left-Amygdala,80.00% Left_Amygdala,72.00% GM_Amygdala_laterobasal_group_L; 28.00% GM_Hippocampus_cornu_ammonis_L,76.00% Amygdala
25.0,7.5,-40.5,45.5,0.00610428264675041,192.0,87.50% Cingulate_Mid_R,45.83% Unknown,66.67% Right_Precuneous_Cortex; 33.33% Right_Cingulate_Gyrus_posterior_division,54.17% GM_Superior_parietal_lobule_5M_R; 33.33% GM_Superior_parietal_lobule_5Ci_R,70.83% Background
26.0,3.5,-22.5,43.5,0.006414002312036852,192.0,66.67% Cingulate_Mid_R; 29.17% Cingulate_Mid_L,66.67% Unknown,62.50% Right_Cingulate_Gyrus_posterior_division; 29.17% Left_Cingulate_Gyrus_posterior_division,58.33% GM_Premotor_cortex_BA6_R,62.50% Background; 29.17% Brodmann_area_31
27.0,31.5,61.5,5.5,0.006165401719044894,192.0,75.00% Frontal_Sup_2_R; 25.00% Frontal_Mid_2_R,66.67% Unknown,100.00% Right_Frontal_Pole,100.00% no_label,58.33% Brodmann_area_10; 41.67% Background
28.0,-32.5,-68.5,53.5,0.006053842434828932,176.0,95.45% Parietal_Sup_L,50.00% ctx_lh_G_pariet_inf-Angular; 36.36% Left-Cerebral-White-Matter,100.00% Left_Lateral_Occipital_Cortex_superior_division,72.73% GM_Inferior_parietal_lobule_Pga_L; 27.27% GM_Superior_parietal_lobule_7A_L,81.82% Background
29.0,-54.5,9.5,11.5,0.006198845549740575,176.0,90.91% Frontal_Inf_Oper_L,45.45% ctx_lh_G_front_inf-Opercular; 27.27% Unknown,77.27% Left_Inferior_Frontal_Gyrus_pars_opercularis,100.00% GM_Broca's_area_BA44_L,50.00% Brodmann_area_44; 50.00% Background
30.0,1.5,-72.5,-22.5,0.00597971152852882,176.0,59.09% Vermis_7; 40.91% Vermis_6,63.64% Right-Cerebellum-Cortex; 31.82% Unknown,100.00% no_label,100.00% no_label,100.00% Background
31.0,-8.5,49.5,-4.5,0.006124642721953846,168.0,95.24% Frontal_Med_Orb_L,47.62% Unknown; 42.86% ctx_lh_G_and_S_cingul-Ant,85.71% Left_Paracingulate_Gyrus,100.00% no_label,61.90% Background; 38.10% Brodmann_area_10
32.0,-54.5,31.5,11.5,0.006092106989984002,168.0,95.24% Frontal_Inf_Tri_L,57.14% ctx_lh_G_front_inf-Triangul; 33.33% Unknown,100.00% Left_Inferior_Frontal_Gyrus_pars_triangularis,95.24% GM_Broca's_area_BA45_L,61.90% Brodmann_area_46; 38.10% Background
33.0,-10.5,-70.5,45.5,0.006037447577048289,152.0,100.00% Precuneus_L,89.47% Left-Cerebral-White-Matter,100.00% Left_Precuneous_Cortex,78.95% GM_Superior_parietal_lobule_7A_L,89.47% Background
34.0,59.5,-8.5,-26.5,0.006222075390580453,152.0,73.68% Temporal_Inf_R; 26.32% Temporal_Mid_R,31.58% ctx_rh_G_temporal_middle; 26.32% Unknown,84.21% Right_Middle_Temporal_Gyrus_posterior_division,100.00% no_label,52.63% Background; 47.37% Brodmann_area_20
35.0,11.5,-30.5,43.5,0.006740242365355554,152.0,100.00% Cingulate_Mid_R,73.68% Unknown,84.21% Right_Cingulate_Gyrus_posterior_division,100.00% GM_Superior_parietal_lobule_5Ci_R,94.74% Background
36.0,-26.5,-84.5,-32.5,0.00595307223395341,144.0,50.00% Cerebelum_Crus2_L; 50.00% Cerebelum_Crus1_L,100.00% Left-Cerebellum-Cortex,100.00% no_label,100.00% no_label,100.00% Background
37.0,-34.5,-52.5,47.5,0.005877183155260152,144.0,100.00% Parietal_Inf_L,77.78% Unknown,88.89% Left_Superior_Parietal_Lobule,77.78% GM_Anterior_intra-parietal_sulcus_hIP1_L,38.89% Brodmann_area_40; 38.89% Background
38.0,5.5,25.5,51.5,0.006139017382843627,144.0,61.11% Frontal_Sup_Medial_R; 38.89% Supp_Motor_Area_R,66.67% ctx_rh_G_front_sup; 33.33% Right-Cerebral-White-Matter,100.00% Right_Superior_Frontal_Gyrus,94.44% GM_Premotor_cortex_BA6_R,66.67% Background
39.0,41.5,1.5,41.5,0.005946190863409463,136.0,94.12% Precentral_R,64.71% ctx_rh_S_precentral-inf-part,88.24% Right_Precentral_Gyrus,41.18% no_label; 29.41% GM_Premotor_cortex_BA6_R; 29.41% GM_Broca's_area_BA44_R,64.71% Background; 35.29% Brodmann_area_6
40.0,63.5,-26.5,-20.5,0.006561355025041848,128.0,100.00% Temporal_Inf_R,56.25% Unknown; 31.25% ctx_rh_G_temporal_middle,81.25% Right_Inferior_Temporal_Gyrus_posterior_division,100.00% no_label,87.50% Background
41.0,61.5,-46.5,29.5,0.006799017253797501,128.0,93.75% SupraMarginal_R,56.25% Unknown; 37.50% ctx_rh_G_pariet_inf-Angular,87.50% Right_Angular_Gyrus,93.75% GM_Inferior_parietal_lobule_PFm_R,56.25% Brodmann_area_40; 43.75% Background
42.0,19.5,63.5,-0.5,0.006086431589210406,128.0,100.00% Frontal_Sup_2_R,50.00% ctx_rh_G_and_S_transv_frontopol; 37.50% Unknown,100.00% Right_Frontal_Pole,100.00% no_label,68.75% Background; 31.25% Brodmann_area_10
43.0,39.5,-52.5,-28.5,0.005954101122915745,120.0,66.67% Cerebelum_6_R; 26.67% Cerebelum_Crus1_R,93.33% Right-Cerebellum-Cortex,53.33% no_label; 46.67% Right_Temporal_Occipital_Fusiform_Cortex,100.00% no_label,100.00% Background
44.0,53.5,17.5,33.5,0.006239015546937784,120.0,93.33% Frontal_Inf_Oper_R,66.67% Unknown; 33.33% ctx_rh_G_front_middle,60.00% Right_Middle_Frontal_Gyrus; 40.00% Right_Inferior_Frontal_Gyrus_pars_opercularis,80.00% GM_Broca's_area_BA44_R,60.00% Brodmann_area_9; 40.00% Background
45.0,-14.5,-52.5,3.5,0.006093666236847639,120.0,100.00% Calcarine_L,66.67% Unknown; 33.33% ctx_lh_S_calcarine,93.33% Left_Precuneous_Cortex,66.67% GM_Visual_cortex_V1_BA17_L,40.00% Brodmann_area_18; 33.33% Background
46.0,-50.5,-66.5,-26.5,0.006122363265603781,120.0,100.00% Cerebelum_Crus1_L,53.33% Left-Cerebellum-Cortex; 46.67% Unknown,80.00% no_label,100.00% no_label,100.00% Background
47.0,-16.5,-48.5,79.5,0.006221703377862772,120.0,46.67% Postcentral_L; 40.00% Parietal_Sup_L,53.33% Unknown; 40.00% ctx_lh_G_and_S_paracentral,93.33% Left_Postcentral_Gyrus,80.00% GM_Superior_parietal_lobule_5L_L,100.00% Background
48.0,3.5,-2.5,3.5,0.006765625967333714,120.0,100.00% no_label,93.33% Right-Thalamus-Proper,100.00% Right_Thalamus,80.00% WM_Fornix,100.00% Background
49.0,9.5,-82.5,-36.5,0.006366992928087711,120.0,100.00% Cerebelum_Crus2_R,80.00% Right-Cerebellum-Cortex,100.00% no_label,100.00% no_label,100.00% Background
