cluster_id,peak_x,peak_y,peak_z,peak_value,volume_mm,aal,destrieux,harvard_oxford,juelich,talairach_ba
15.0,-32.5,-68.5,53.5,0.00807773694396019,320.0,Parietal_Sup_L,Left-Cerebral-White-Matter,64.0% Left_Lateral_Occipital_Cortex_superior_division,37.0% GM_Superior_parietal_lobule_7A_L; 32.0% GM_Inferior_parietal_lobule_Pga_L,Background
16.0,53.5,27.5,1.5,0.00778893893584609,312.0,Frontal_Inf_Tri_R,Unknown,68.0% Right_Inferior_Frontal_Gyrus_pars_triangularis,54.0% GM_Broca's_area_BA45_R,Background
17.0,33.5,63.5,-12.5,0.007886536419391632,288.0,no_label,Unknown,49.0% Right_Frontal_Pole,0% no_label,Background
18.0,-50.5,27.5,-8.5,0.008252150379121304,272.0,Frontal_Inf_Orb_2_L,Unknown,51.0% Left_Frontal_Orbital_Cortex,0% no_label,Background
19.0,-38.5,-20.5,-16.5,0.008277270011603832,256.0,no_label,Left-Cerebral-White-Matter,0% no_label,36.0% WM_Optic_radiation_L; 30.0% GM_Hippocampus_cornu_ammonis_L,Background
20.0,-0.5,29.5,53.5,0.007936717942357063,248.0,Frontal_Sup_Medial_L,Unknown,0% no_label,0% no_label,Background
21.0,63.5,-28.5,-18.5,0.009145108051598072,240.0,Temporal_Inf_R,ctx_rh_G_temporal_middle,35.0% Right_Inferior_Temporal_Gyrus_posterior_division; 34.0% Right_Middle_Temporal_Gyrus_posterior_division,0% no_label,Background
22.0,-24.5,-4.5,-18.5,0.007647165562957525,232.0,Amygdala_L,Left-Amygdala,98.0% Left_Amygdala,82.0% GM_Amygdala_laterobasal_group_L; 32.0% GM_Amygdala_superficial_group_L,Amygdala
23.0,55.5,27.5,11.5,0.00927533395588398,232.0,Frontal_Inf_Tri_R,Unknown,61.0% Right_Inferior_Frontal_Gyrus_pars_triangularis,66.0% GM_Broca's_area_BA45_R,Brodmann_area_46
24.0,-4.5,-70.5,43.5,0.007221545558422804,224.0,Precuneus_L,Left-Cerebral-White-Matter,59.0% Left_Precuneous_Cortex,45.0% GM_Superior_parietal_lobule_7P_L; 25.0% GM_Superior_parietal_lobule_7A_L,Background
25.0,5.5,-22.5,43.5,0.007469519041478634,216.0,Cingulate_Mid_R,Unknown,68.0% Right_Cingulate_Gyrus_posterior_division,28.0% GM_Premotor_cortex_BA6_R,Brodmann_area_31
26.0,-56.5,-50.5,-10.5,0.007030516862869263,208.0,Temporal_Inf_L,Left-Cerebral-White-Matter,32.0% Left_Middle_Temporal_Gyrus_temporooccipital_part; 25.0% Left_Inferior_Temporal_Gyrus_temporooccipital_part,0% no_label,Brodmann_area_37
27.0,-30.5,-80.5,33.5,0.00721531268209219,200.0,Occipital_Mid_L,Left-Cerebral-White-Matter,61.0% Left_Lateral_Occipital_Cortex_superior_division,34.0% GM_Inferior_parietal_lobule_PGp_L,Brodmann_area_19
28.0,11.5,-68.5,41.5,0.007822293788194656,192.0,Precuneus_R,Right-Cerebral-White-Matter,38.0% Right_Precuneous_Cortex,0% no_label,Brodmann_area_7
29.0,3.5,-12.5,61.5,0.007667734753340483,192.0,Supp_Motor_Area_R,ctx_rh_G_front_sup,48.0% Right_Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex); 35.0% Right_Precentral_Gyrus,86.0% GM_Premotor_cortex_BA6_R,Brodmann_area_6
30.0,29.5,23.5,45.5,0.008668966591358185,184.0,Frontal_Mid_2_R,ctx_rh_S_front_sup,47.0% Right_Middle_Frontal_Gyrus,0% no_label,Brodmann_area_8
31.0,-60.5,-0.5,29.5,0.007571640890091658,184.0,Precentral_L,ctx_lh_G_precentral,75.0% Left_Precentral_Gyrus,50.0% GM_Premotor_cortex_BA6_L; 28.0% GM_Primary_somatosensory_cortex_BA1_L,Brodmann_area_6
32.0,23.5,-58.5,-26.5,0.008264867588877678,184.0,Cerebelum_6_R,Right-Cerebellum-Cortex,0% no_label,0% no_label,Background
33.0,-60.5,-62.5,-8.5,0.009051714092493057,176.0,Temporal_Inf_L,ctx_lh_G_temporal_inf,35.0% Left_Lateral_Occipital_Cortex_inferior_division; 25.0% Left_Middle_Temporal_Gyrus_temporooccipital_part,0% no_label,Background
34.0,63.5,1.5,17.5,0.00821215845644474,176.0,Postcentral_R,Unknown,76.0% Right_Precentral_Gyrus,32.0% GM_Primary_somatosensory_cortex_BA3b_R,Brodmann_area_6
35.0,-16.5,-74.5,51.5,0.008699736557900906,176.0,Parietal_Sup_L,ctx_lh_G_parietal_sup,74.0% Left_Lateral_Occipital_Cortex_superior_division,47.0% GM_Superior_parietal_lobule_7P_L,Background
36.0,35.5,5.5,3.5,0.007135534193366766,168.0,Insula_R,ctx_rh_S_circular_insula_sup,71.0% Right_Insular_Cortex,0% no_label,Background
37.0,17.5,-62.5,29.5,0.007605753373354673,168.0,Precuneus_R,Unknown,51.0% Right_Precuneous_Cortex,0% no_label,Background
38.0,-0.5,-70.5,25.5,0.008535821922123432,168.0,Cuneus_L,Unknown,52.0% Left_Precuneous_Cortex,30.0% GM_Visual_cortex_V2_BA18_L,Background
39.0,-4.5,35.5,49.5,0.007393661420792341,160.0,Frontal_Sup_Medial_L,Left-Cerebral-White-Matter,78.0% Left_Superior_Frontal_Gyrus,0% no_label,Brodmann_area_8
40.0,7.5,15.5,-26.5,0.007477750536054373,160.0,no_label,ctx_rh_G_rectus,0% no_label,0% no_label,Background
