cluster_id,peak_x,peak_y,peak_z,cluster_mean,volume_mm,aal,destrieux,harvard_oxford,juelich,talairach_ba
11.0,-42.5,-72.5,37.5,0.00609804509098039,408.0,98.04% Angular_L,43.14% Left-Cerebral-White-Matter; 35.29% ctx_lh_G_pariet_inf-Angular,100.00% Left_Lateral_Occipital_Cortex_superior_division,74.51% GM_Inferior_parietal_lobule_PGp_L,50.98% Background; 29.41% Brodmann_area_39
12.0,-48.5,15.5,27.5,0.006358883064240217,320.0,67.50% Frontal_Inf_Tri_L; 32.50% Frontal_Inf_Oper_L,60.00% Unknown; 35.00% ctx_lh_G_front_inf-Opercular,50.00% Left_Inferior_Frontal_Gyrus_pars_opercularis; 50.00% Left_Middle_Frontal_Gyrus,100.00% GM_Broca's_area_BA44_L,67.50% Background; 32.50% Brodmann_area_9
13.0,-8.5,49.5,-4.5,0.006315316951700619,280.0,65.71% Frontal_Med_Orb_L,71.43% Unknown; 25.71% ctx_lh_G_and_S_cingul-Ant,91.43% Left_Paracingulate_Gyrus,100.00% no_label,60.00% Brodmann_area_10; 40.00% Background
14.0,57.5,-44.5,43.5,0.0062357534823769874,264.0,69.70% SupraMarginal_R; 27.27% Parietal_Inf_R,57.58% ctx_rh_G_pariet_inf-Angular; 33.33% Right-Cerebral-White-Matter,100.00% Right_Supramarginal_Gyrus_posterior_division,87.88% GM_Inferior_parietal_lobule_PFm_R,51.52% Background; 48.48% Brodmann_area_40
15.0,21.5,-58.5,-26.5,0.006162881335642721,224.0,100.00% Cerebelum_6_R,100.00% Right-Cerebellum-Cortex,100.00% no_label,100.00% no_label,92.86% Background
16.0,7.5,-76.5,55.5,0.006410625107862332,216.0,92.59% Precuneus_R,77.78% Unknown,55.56% Right_Lateral_Occipital_Cortex_superior_division; 40.74% Right_Precuneous_Cortex,92.59% GM_Superior_parietal_lobule_7P_R,100.00% Background
17.0,-38.5,43.5,21.5,0.006089555099606514,216.0,100.00% Frontal_Mid_2_L,62.96% Unknown,100.00% Left_Frontal_Pole,92.59% no_label,70.37% Background
18.0,-6.5,-36.5,47.5,0.006117220573986952,208.0,96.15% Cingulate_Mid_L,80.77% Unknown,46.15% Left_Precuneous_Cortex; 34.62% Left_Cingulate_Gyrus_posterior_division,88.46% GM_Superior_parietal_lobule_5M_L,61.54% Brodmann_area_5
19.0,-10.5,11.5,35.5,0.0060767774792531365,208.0,96.15% Cingulate_Mid_L,96.15% Unknown,61.54% Left_Cingulate_Gyrus_anterior_division; 34.62% Left_Paracingulate_Gyrus,46.15% GM_Premotor_cortex_BA6_L; 46.15% no_label,50.00% Brodmann_area_32; 50.00% Background
20.0,33.5,-66.5,47.5,0.006302403214459236,208.0,92.31% Angular_R,53.85% Right-Cerebral-White-Matter,100.00% Right_Lateral_Occipital_Cortex_superior_division,61.54% GM_Superior_parietal_lobule_7A_R,53.85% Brodmann_area_7; 46.15% Background
21.0,-44.5,-74.5,-44.5,0.006421009544283152,200.0,92.00% Cerebelum_Crus2_L,52.00% Left-Cerebellum-Cortex; 48.00% Unknown,100.00% no_label,100.00% no_label,100.00% Background
22.0,43.5,-62.5,-32.5,0.006129960898154725,192.0,100.00% Cerebelum_Crus1_R,100.00% Right-Cerebellum-Cortex,100.00% no_label,100.00% no_label,100.00% Background
23.0,-36.5,23.5,39.5,0.006076348074914321,184.0,100.00% Frontal_Mid_2_L,73.91% Left-Cerebral-White-Matter; 26.09% ctx_lh_G_front_middle,100.00% Left_Middle_Frontal_Gyrus,65.22% no_label; 34.78% GM_Broca's_area_BA44_L,65.22% Background; 30.43% Brodmann_area_8
24.0,-52.5,29.5,-8.5,0.0061754625817031965,184.0,100.00% Frontal_Inf_Orb_2_L,78.26% Unknown,52.17% Left_Inferior_Frontal_Gyrus_pars_triangularis; 47.83% Left_Frontal_Orbital_Cortex,95.65% GM_Broca's_area_BA45_L,69.57% Background; 30.43% Brodmann_area_47
25.0,-54.5,19.5,13.5,0.006544954386418281,184.0,82.61% Frontal_Inf_Tri_L,43.48% ctx_lh_G_front_inf-Opercular; 39.13% Unknown,95.65% Left_Inferior_Frontal_Gyrus_pars_opercularis,73.91% GM_Broca's_area_BA44_L; 26.09% GM_Broca's_area_BA45_L,60.87% Brodmann_area_45; 34.78% Background
26.0,-56.5,9.5,11.5,0.006814318891290737,184.0,95.65% Frontal_Inf_Oper_L,43.48% Unknown; 26.09% ctx_lh_G_front_inf-Opercular,65.22% Left_Inferior_Frontal_Gyrus_pars_opercularis; 34.78% Left_Precentral_Gyrus,100.00% GM_Broca's_area_BA44_L,78.26% Brodmann_area_44
27.0,-62.5,-58.5,-6.5,0.006267347373068333,184.0,91.30% Temporal_Inf_L,65.22% ctx_lh_G_temporal_inf; 26.09% Unknown,56.52% Left_Middle_Temporal_Gyrus_temporooccipital_part; 43.48% Left_Lateral_Occipital_Cortex_inferior_division,100.00% no_label,78.26% Background
28.0,-14.5,-76.5,51.5,0.0061852229049518,168.0,80.95% Parietal_Sup_L,42.86% ctx_lh_G_parietal_sup; 28.57% Left-Cerebral-White-Matter; 28.57% Unknown,100.00% Left_Lateral_Occipital_Cortex_superior_division,100.00% GM_Superior_parietal_lobule_7P_L,95.24% Background
29.0,11.5,-64.5,33.5,0.006141792447306216,160.0,85.00% Precuneus_R,45.00% Unknown; 40.00% ctx_rh_S_parieto_occipital,100.00% Right_Precuneous_Cortex,80.00% no_label,60.00% Background; 40.00% Brodmann_area_7
30.0,29.5,63.5,3.5,0.006284474534913898,160.0,100.00% Frontal_Sup_2_R,85.00% Unknown,100.00% Right_Frontal_Pole,100.00% no_label,50.00% Brodmann_area_10; 50.00% Background
