cluster_id,peak_x,peak_y,peak_z,peak_value,volume_mm,aal,destrieux,harvard_oxford,juelich,talairach_ba
42.0,33.5,35.5,29.5,0.006928946822881699,136.0,Frontal_Mid_2_R,Right-Cerebral-White-Matter,39.0% Right_Middle_Frontal_Gyrus; 29.0% Right_Frontal_Pole,0% no_label,Background
43.0,-14.5,-80.5,-36.5,0.007497901096940041,136.0,Cerebelum_Crus2_L,Left-Cerebellum-Cortex,0% no_label,0% no_label,Background
44.0,-12.5,-52.5,3.5,0.007459885906428099,136.0,Calcarine_L,Unknown,43.0% Left_Precuneous_Cortex,56.0% GM_Visual_cortex_V1_BA17_L; 38.0% GM_Visual_cortex_V2_BA18_L,Brodmann_area_18
45.0,17.5,67.5,19.5,0.007576632313430309,136.0,Frontal_Sup_2_R,Unknown,59.0% Right_Frontal_Pole,0% no_label,Background
46.0,63.5,-26.5,-20.5,0.009002763777971268,136.0,Temporal_Inf_R,Unknown,39.0% Right_Inferior_Temporal_Gyrus_posterior_division; 28.0% Right_Middle_Temporal_Gyrus_posterior_division,0% no_label,Background
47.0,-0.5,-70.5,27.5,0.007025688886642456,128.0,Cuneus_L,Unknown,56.0% Left_Precuneous_Cortex,26.0% GM_Superior_parietal_lobule_7M_L,Background
48.0,-52.5,-66.5,-12.5,0.007286632899194956,128.0,Occipital_Inf_L,ctx_lh_G_temporal_inf,70.0% Left_Lateral_Occipital_Cortex_inferior_division,0% no_label,Brodmann_area_19
49.0,19.5,-72.5,-18.5,0.007278453558683395,128.0,Cerebelum_6_R,Right-Cerebellum-Cortex,0% no_label,0% no_label,Background
50.0,-40.5,-48.5,53.5,0.006681007798761129,120.0,Parietal_Inf_L,ctx_lh_G_parietal_sup,40.0% Left_Superior_Parietal_Lobule,30.0% GM_Superior_parietal_lobule_7PC_L; 30.0% GM_Inferior_parietal_lobule_PFm_L,Background
51.0,-30.5,-68.5,51.5,0.006789510138332844,120.0,Parietal_Sup_L,ctx_lh_G_pariet_inf-Angular,65.0% Left_Lateral_Occipital_Cortex_superior_division,37.0% GM_Superior_parietal_lobule_7A_L; 28.0% GM_Inferior_parietal_lobule_Pga_L,Background
52.0,17.5,-8.5,71.5,0.007098410278558731,120.0,Frontal_Sup_2_R,Unknown,44.0% Right_Superior_Frontal_Gyrus,60.0% GM_Premotor_cortex_BA6_R,Background
