cluster_id,peak_x,peak_y,peak_z,cluster_mean,volume_mm,aal,destrieux,harvard_oxford,juelich,talairach_ba
24.0,-14.5,-76.5,51.5,0.005932626475034089,232.0,72.41% Parietal_Sup_L; 27.59% Precuneus_L,51.72% ctx_lh_G_parietal_sup; 37.93% Unknown,100.00% Left_Lateral_Occipital_Cortex_superior_division,100.00% GM_Superior_parietal_lobule_7P_L,100.00% Background
25.0,59.5,-40.5,39.5,0.005989872218508806,224.0,60.71% SupraMarginal_R; 35.71% Parietal_Inf_R,53.57% ctx_rh_G_pariet_inf-Angular; 32.14% Right-Cerebral-White-Matter,92.86% Right_Supramarginal_Gyrus_posterior_division,89.29% GM_Inferior_parietal_lobule_PFm_R,67.86% Background; 32.14% Brodmann_area_40
26.0,-56.5,-68.5,1.5,0.0061686928550313625,224.0,46.43% Temporal_Mid_L; 39.29% no_label,50.00% ctx_lh_S_occipital_ant; 42.86% Unknown,100.00% Left_Lateral_Occipital_Cortex_inferior_division,82.14% no_label,39.29% Brodmann_area_19; 32.14% Background; 28.57% Brodmann_area_37
27.0,5.5,65.5,-6.5,0.0059697854225165565,208.0,73.08% Frontal_Med_Orb_R; 26.92% no_label,46.15% Unknown; 34.62% ctx_rh_G_and_S_transv_frontopol,100.00% Right_Frontal_Pole,100.00% no_label,61.54% Background; 38.46% Brodmann_area_10
28.0,39.5,3.5,5.5,0.005761287497499814,208.0,57.69% Insula_R,34.62% Unknown; 26.92% ctx_rh_S_circular_insula_sup,69.23% Right_Insular_Cortex,96.15% no_label,84.62% Background
29.0,-8.5,49.5,-6.5,0.006268689837306738,200.0,80.00% Frontal_Med_Orb_L,48.00% Unknown; 44.00% ctx_lh_G_and_S_cingul-Ant,80.00% Left_Paracingulate_Gyrus,100.00% no_label,52.00% Background; 40.00% Brodmann_area_10
30.0,-16.5,11.5,59.5,0.006205588986631483,192.0,83.33% Frontal_Sup_2_L,66.67% Left-Cerebral-White-Matter; 29.17% ctx_lh_G_front_sup,100.00% Left_Superior_Frontal_Gyrus,95.83% GM_Premotor_cortex_BA6_L,62.50% Background; 37.50% Brodmann_area_6
31.0,17.5,-72.5,-16.5,0.006213783926796168,192.0,95.83% Cerebelum_6_R,66.67% Right-Cerebellum-Cortex; 33.33% Unknown,87.50% Right_Occipital_Fusiform_Gyrus,95.83% no_label,100.00% Background
32.0,-24.5,-60.5,-24.5,0.006253541103037803,184.0,100.00% Cerebelum_6_L,100.00% Left-Cerebellum-Cortex,56.52% no_label; 43.48% Left_Temporal_Occipital_Fusiform_Cortex,100.00% no_label,100.00% Background
33.0,63.5,-28.5,-18.5,0.006569454385696546,184.0,78.26% Temporal_Inf_R,47.83% ctx_rh_G_temporal_middle; 43.48% Unknown,65.22% Right_Inferior_Temporal_Gyrus_posterior_division; 34.78% Right_Middle_Temporal_Gyrus_posterior_division,100.00% no_label,65.22% Background; 34.78% Brodmann_area_20
34.0,-58.5,-56.5,-4.5,0.006422145636347325,184.0,82.61% Temporal_Mid_L,39.13% ctx_lh_G_temporal_middle; 34.78% Unknown,95.65% Left_Middle_Temporal_Gyrus_temporooccipital_part,100.00% no_label,86.96% Background
35.0,55.5,-38.5,-18.5,0.0058474392757158385,176.0,100.00% Temporal_Inf_R,40.91% Right-Cerebral-White-Matter; 31.82% ctx_rh_G_temporal_inf,81.82% Right_Inferior_Temporal_Gyrus_temporooccipital_part,100.00% no_label,95.45% Background
36.0,7.5,-72.5,61.5,0.006036889716051519,160.0,100.00% Precuneus_R,65.00% Unknown; 30.00% ctx_rh_G_precuneus,55.00% Right_Lateral_Occipital_Cortex_superior_division; 45.00% Right_Precuneous_Cortex,90.00% GM_Superior_parietal_lobule_7P_R,95.00% Background
37.0,37.5,45.5,33.5,0.005960905179381371,160.0,100.00% Frontal_Mid_2_R,40.00% Unknown; 30.00% ctx_rh_G_front_middle; 25.00% ctx_rh_S_front_middle,100.00% Right_Frontal_Pole,100.00% no_label,65.00% Brodmann_area_9; 35.00% Background
38.0,65.5,-50.5,9.5,0.00669792159460485,160.0,100.00% Temporal_Mid_R,55.00% ctx_rh_G_temporal_middle; 45.00% Unknown,100.00% Right_Middle_Temporal_Gyrus_temporooccipital_part,55.00% GM_Inferior_parietal_lobule_Pga_R; 30.00% no_label,40.00% Background; 35.00% Brodmann_area_21; 25.00% Brodmann_area_22
