cluster_id,peak_x,peak_y,peak_z,cluster_mean,volume_mm,aal,destrieux,harvard_oxford,juelich,talairach_ba
26.0,-58.5,-52.5,47.5,0.00615265393363578,168.0,52.38% no_label; 47.62% Parietal_Inf_L,66.67% Unknown,95.24% Left_Supramarginal_Gyrus_posterior_division,61.90% no_label; 33.33% GM_Inferior_parietal_lobule_PFm_L,90.48% Background
27.0,27.5,13.5,-42.5,0.00645503064706212,168.0,71.43% Temporal_Pole_Mid_R; 28.57% Fusiform_R,76.19% ctx_rh_Pole_temporal,100.00% Right_Temporal_Pole,85.71% no_label,95.24% Background
28.0,11.5,-30.5,41.5,0.0060196880018338565,160.0,100.00% Cingulate_Mid_R,60.00% Unknown,100.00% Right_Cingulate_Gyrus_posterior_division,95.00% GM_Superior_parietal_lobule_5Ci_R,85.00% Background
29.0,17.5,25.5,61.5,0.005906186578795314,160.0,60.00% Frontal_Sup_2_R; 40.00% Frontal_Sup_Medial_R,90.00% ctx_rh_G_front_sup,100.00% Right_Superior_Frontal_Gyrus,100.00% GM_Premotor_cortex_BA6_R,90.00% Background
30.0,-34.5,9.5,7.5,0.005889316408061667,152.0,100.00% Insula_L,68.42% Unknown; 31.58% ctx_lh_S_circular_insula_sup,89.47% Left_Insular_Cortex,78.95% GM_Broca's_area_BA44_L,78.95% Background
31.0,47.5,-44.5,15.5,0.006744498102408316,144.0,83.33% Temporal_Sup_R,38.89% Unknown; 33.33% ctx_rh_S_temporal_sup; 27.78% Right-Cerebral-White-Matter,61.11% Right_Supramarginal_Gyrus_posterior_division,72.22% GM_Inferior_parietal_lobule_Pga_R,88.89% Background
32.0,-44.5,-66.5,-44.5,0.005889224328307642,144.0,100.00% Cerebelum_Crus2_L,72.22% Left-Cerebellum-Cortex; 27.78% Unknown,100.00% no_label,100.00% no_label,100.00% Background
33.0,-32.5,37.5,43.5,0.00597536621396156,136.0,58.82% Frontal_Mid_2_L; 29.41% Frontal_Sup_2_L,82.35% ctx_lh_S_front_sup,88.24% Left_Middle_Frontal_Gyrus,100.00% no_label,52.94% Brodmann_area_8; 47.06% Background
34.0,27.5,1.5,5.5,0.006461463402956724,136.0,82.35% Putamen_R,70.59% Right-Putamen,76.47% Right_Putamen,100.00% no_label,64.71% Background; 35.29% Putamen
35.0,-14.5,-60.5,65.5,0.00588857864632326,136.0,58.82% Precuneus_L; 41.18% Parietal_Sup_L,58.82% ctx_lh_G_parietal_sup; 29.41% Unknown,100.00% Left_Lateral_Occipital_Cortex_superior_division,100.00% GM_Superior_parietal_lobule_7A_L,100.00% Background
36.0,41.5,43.5,31.5,0.006093368701198522,136.0,100.00% Frontal_Mid_2_R,41.18% ctx_rh_G_front_middle; 41.18% Unknown,100.00% Right_Frontal_Pole,100.00% no_label,88.24% Brodmann_area_9
37.0,-44.5,-68.5,35.5,0.006099115824326873,128.0,87.50% Angular_L,56.25% Left-Cerebral-White-Matter,100.00% Left_Lateral_Occipital_Cortex_superior_division,100.00% GM_Inferior_parietal_lobule_PGp_L,37.50% Brodmann_area_39; 37.50% Background; 25.00% Brodmann_area_19
38.0,47.5,-70.5,-40.5,0.005948511039605364,128.0,100.00% Cerebelum_Crus2_R,81.25% Right-Cerebellum-Cortex,100.00% no_label,100.00% no_label,100.00% Background
39.0,-10.5,49.5,-4.5,0.006285714218392968,128.0,75.00% Frontal_Med_Orb_L; 25.00% Cingulate_Ant_L,68.75% Unknown; 31.25% ctx_lh_G_and_S_cingul-Ant,93.75% Left_Paracingulate_Gyrus,100.00% no_label,56.25% Brodmann_area_10; 43.75% Background
40.0,-38.5,-60.5,59.5,0.006217579326281945,120.0,73.33% Parietal_Inf_L,53.33% ctx_lh_G_pariet_inf-Angular; 46.67% Unknown,80.00% Left_Lateral_Occipital_Cortex_superior_division,60.00% GM_Inferior_parietal_lobule_Pga_L; 33.33% GM_Superior_parietal_lobule_7A_L,93.33% Background
41.0,7.5,1.5,55.5,0.006074478787680467,120.0,100.00% Supp_Motor_Area_R,40.00% Unknown; 33.33% ctx_rh_G_and_S_cingul-Mid-Post,100.00% Right_Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex),100.00% GM_Premotor_cortex_BA6_R,60.00% Brodmann_area_6; 40.00% Background
42.0,13.5,37.5,15.5,0.006202304239074389,120.0,100.00% Cingulate_Ant_R,53.33% ctx_rh_G_and_S_cingul-Ant; 46.67% Unknown,60.00% Right_Paracingulate_Gyrus; 33.33% Right_Cingulate_Gyrus_anterior_division,53.33% no_label; 46.67% WM_Cingulum_R,53.33% Brodmann_area_9; 33.33% Background
