cluster_id,peak_x,peak_y,peak_z,cluster_mean,volume_mm,aal,destrieux,harvard_oxford,juelich,talairach_ba
11.0,-4.5,47.5,-16.5,23.0,1112.0,47.48% Rectus_L; 42.45% Frontal_Med_Orb_L; 10.07% Rectus_R,53.96% Unknown; 16.55% ctx_lh_S_suborbital; 15.83% ctx_lh_G_rectus; 9.35% Left-Cerebral-White-Matter; 2.16% ctx_rh_G_rectus; 2.16% ctx_lh_G_front_sup,60.43% Left_Frontal_Medial_Cortex; 20.14% Right_Frontal_Medial_Cortex; 16.55% Left_Frontal_Pole; 2.88% Right_Frontal_Pole,100.00% no_label,61.15% Background; 27.34% Brodmann_area_11; 11.51% Brodmann_area_10
12.0,-14.5,-78.5,-46.5,11.0,1096.0,49.64% Cerebelum_7b_L; 28.47% no_label; 16.79% Cerebelum_Crus2_L; 5.11% Cerebelum_8_L,80.29% Left-Cerebellum-Cortex; 10.95% Unknown; 8.76% Left-Cerebellum-White-Matter,100.00% no_label,100.00% no_label,100.00% Background
13.0,21.5,3.5,5.5,9.0,944.0,84.75% Putamen_R; 8.47% Pallidum_R; 6.78% no_label,84.75% Right-Putamen; 8.47% Right-Cerebral-White-Matter; 3.39% WM-hypointensities; 3.39% Right-Pallidum,100.00% Right_Putamen,88.14% no_label; 11.86% WM_Corticospinal_tract_R,88.98% Putamen; 11.02% Background
14.0,53.5,33.5,1.5,12.0,880.0,99.09% Frontal_Inf_Tri_R; 0.91% Frontal_Inf_Orb_2_R,57.27% ctx_rh_G_front_inf-Triangul; 40.91% Unknown; 1.82% Right-Cerebral-White-Matter,51.82% Right_Frontal_Pole; 48.18% Right_Inferior_Frontal_Gyrus_pars_triangularis,100.00% GM_Broca's_area_BA45_R,43.64% Background; 25.45% Brodmann_area_45; 23.64% Brodmann_area_46; 7.27% Brodmann_area_47
15.0,-26.5,-0.5,3.5,18.0,600.0,92.00% Putamen_L; 8.00% Pallidum_L,94.67% Left-Putamen; 4.00% Left-Pallidum; 1.33% Left-Cerebral-White-Matter,97.33% Left_Putamen; 2.67% Left_Pallidum,66.67% no_label; 16.00% WM_Corticospinal_tract_L; 13.33% WM_Uncinate_fascicle_L; 4.00% WM_Inferior_occipito-frontal_fascicle_L,97.33% Putamen; 2.67% Background
16.0,-6.5,23.5,47.5,19.0,552.0,52.17% Supp_Motor_Area_L; 47.83% Frontal_Sup_Medial_L,50.72% ctx_lh_G_front_sup; 28.99% Unknown; 20.29% Left-Cerebral-White-Matter,88.41% Left_Superior_Frontal_Gyrus; 11.59% Left_Paracingulate_Gyrus,55.07% GM_Premotor_cortex_BA6_L; 44.93% no_label,49.28% Brodmann_area_8; 36.23% Background; 14.49% Brodmann_area_6
17.0,-40.5,43.5,-16.5,14.0,528.0,78.79% OFClat_L; 13.64% no_label; 4.55% OFCant_L; 3.03% Frontal_Mid_2_L,54.55% ctx_lh_G_orbital; 34.85% Unknown; 10.61% Left-Cerebral-White-Matter,100.00% Left_Frontal_Pole,100.00% no_label,96.97% Background; 3.03% Brodmann_area_11
18.0,-22.5,35.5,49.5,16.0,528.0,90.91% Frontal_Sup_2_L; 9.09% no_label,51.52% ctx_lh_G_front_sup; 37.88% Unknown; 6.06% Left-Cerebral-White-Matter; 3.03% ctx_lh_S_front_sup; 1.52% ctx_lh_G_front_middle,66.67% Left_Superior_Frontal_Gyrus; 33.33% Left_Frontal_Pole,86.36% no_label; 13.64% GM_Premotor_cortex_BA6_L,57.58% Background; 42.42% Brodmann_area_8
19.0,-6.5,57.5,27.5,17.0,528.0,100.00% Frontal_Sup_Medial_L,66.67% ctx_lh_G_front_sup; 21.21% Left-Cerebral-White-Matter; 12.12% Unknown,54.55% Left_Frontal_Pole; 45.45% Left_Superior_Frontal_Gyrus,100.00% no_label,59.09% Background; 28.79% Brodmann_area_9; 12.12% Brodmann_area_10
20.0,-40.5,31.5,-0.5,21.0,416.0,94.23% Frontal_Inf_Tri_L; 5.77% Frontal_Inf_Orb_2_L,63.46% Unknown; 15.38% ctx_lh_Lat_Fis-ant-Horizont; 9.62% ctx_lh_S_circular_insula_sup; 5.77% ctx_lh_G_front_inf-Triangul; 5.77% Left-Cerebral-White-Matter,46.15% Left_Inferior_Frontal_Gyrus_pars_triangularis; 34.62% Left_Frontal_Orbital_Cortex; 17.31% Left_Frontal_Operculum_Cortex; 1.92% Left_Frontal_Pole,75.00% no_label; 25.00% GM_Broca's_area_BA45_L,100.00% Background
21.0,-16.5,-26.5,-8.5,15.0,344.0,86.05% no_label; 11.63% Hippocampus_L; 2.33% Thalamus_L,51.16% Left-VentralDC; 16.28% Brain-Stem; 16.28% Left-Thalamus-Proper; 16.28% Unknown,53.49% Left_Thalamus; 25.58% Brain-Stem; 13.95% no_label; 6.98% Left_Hippocampus,48.84% GM_Medial_geniculate_body_L; 16.28% WM_Acoustic_radiation_L; 16.28% GM_Hippocampus_subiculum_L; 9.30% GM_Lateral_geniculate_body_L; 4.65% WM_Optic_radiation_L; 4.65% no_label,90.70% Background; 4.65% Medial_Geniculum_Body; 2.33% Substania_Nigra; 2.33% Brodmann_area_28
22.0,-8.5,-40.5,-26.5,22.0,248.0,48.39% no_label; 32.26% Cerebelum_3_L; 12.90% Vermis_3; 6.45% Vermis_1_2,48.39% Brain-Stem; 41.94% Left-Cerebellum-Cortex; 6.45% Unknown; 3.23% Right-Cerebellum-Cortex,100.00% Brain-Stem,100.00% no_label,100.00% Background
23.0,-26.5,27.5,-16.5,24.0,224.0,89.29% OFCpost_L; 10.71% Frontal_Inf_Orb_2_L,46.43% ctx_lh_S_orbital-H_Shaped; 28.57% Left-Cerebral-White-Matter; 17.86% ctx_lh_G_orbital; 7.14% Unknown,100.00% Left_Frontal_Orbital_Cortex,100.00% no_label,46.43% Background; 28.57% Brodmann_area_11; 25.00% Brodmann_area_47
24.0,-48.5,3.5,37.5,30.0,224.0,100.00% Precentral_L,64.29% Unknown; 17.86% ctx_lh_S_precentral-inf-part; 17.86% ctx_lh_G_precentral,78.57% Left_Precentral_Gyrus; 21.43% Left_Middle_Frontal_Gyrus,67.86% GM_Premotor_cortex_BA6_L; 32.14% GM_Broca's_area_BA44_L,71.43% Background; 14.29% Brodmann_area_6; 7.14% Brodmann_area_8; 7.14% Brodmann_area_9
25.0,-26.5,-52.5,13.5,29.0,200.0,100.00% no_label,48.00% Left-Cerebral-White-Matter; 44.00% WM-hypointensities; 4.00% Left-choroid-plexus; 4.00% Left-Lateral-Ventricle,100.00% Left_Lateral_Ventrical,100.00% WM_Callosal_body,100.00% Background
26.0,-44.5,19.5,5.5,28.0,200.0,92.00% Frontal_Inf_Tri_L; 8.00% Frontal_Inf_Oper_L,32.00% Unknown; 28.00% ctx_lh_Lat_Fis-ant-Vertical; 24.00% Left-Cerebral-White-Matter; 12.00% ctx_lh_G_front_inf-Opercular; 4.00% ctx_lh_G_front_inf-Triangul,40.00% Left_Frontal_Operculum_Cortex; 36.00% Left_Inferior_Frontal_Gyrus_pars_triangularis; 24.00% Left_Inferior_Frontal_Gyrus_pars_opercularis,96.00% GM_Broca's_area_BA44_L; 4.00% GM_Broca's_area_BA45_L,60.00% Background; 16.00% Brodmann_area_45; 12.00% Brodmann_area_13; 8.00% Brodmann_area_44; 4.00% Brodmann_area_47
27.0,-42.5,21.5,19.5,25.0,192.0,100.00% Frontal_Inf_Tri_L,50.00% Unknown; 33.33% ctx_lh_S_front_inf; 16.67% Left-Cerebral-White-Matter,50.00% Left_Inferior_Frontal_Gyrus_pars_opercularis; 50.00% Left_Inferior_Frontal_Gyrus_pars_triangularis,75.00% GM_Broca's_area_BA44_L; 25.00% GM_Broca's_area_BA45_L,100.00% Background
28.0,-2.5,-34.5,-12.5,20.0,184.0,100.00% no_label,100.00% Brain-Stem,100.00% Brain-Stem,100.00% no_label,100.00% Background
29.0,13.5,13.5,3.5,27.0,168.0,100.00% Caudate_R,57.14% Right-Caudate; 42.86% Right-Cerebral-White-Matter,100.00% Right_Caudate,80.95% no_label; 19.05% WM_Callosal_body,38.10% Background; 33.33% Caudate_Body; 28.57% Caudate_Head
30.0,19.5,-38.5,-44.5,26.0,168.0,80.95% Cerebelum_10_R; 14.29% no_label; 4.76% Cerebelum_9_R,100.00% Right-Cerebellum-Cortex,57.14% no_label; 42.86% Brain-Stem,100.00% no_label,100.00% Background
